stock,preds
BEML,0.12664694924098763
SAIL,0.1240015786911437
GODREJPROP,0.12278571189323473
CHAMBLFERT,0.12001678522193404
CENTURYTEX,0.11981854635659439
RPOWER,0.11744299609644626
RCF,0.11731905172387758
ADANIPOWER,0.11685522821332928
IBREALEST,0.11583591546940997
NATIONALUM,0.11527054864129305
